Tune: 3.322128e+01 1.625978e+01
Chrom: 2.000000e+00 1.789887e+00 
Alpha_c: 3.627490e-04
 element        s            alphax         alphay         betax          betay            etax          etaxp           etay          etayp           phix           phiy     
   QL1G2C01A   3.033260e+01  -6.900233e+00   2.427294e+00   1.142793e+01   1.284983e+01   -1.076245e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.089465e+00   4.687821e+00 
     DL2AG2A   3.046735e+01  -7.473446e+00   2.355023e+00   1.336478e+01   1.220541e+01   -1.136797e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.100368e+00   4.698581e+00 
        DSCH   3.056735e+01  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.107454e+00   4.706935e+00 
  CL1XG2C01A   3.056735e+01  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.107454e+00   4.706935e+00 
  CL1YG2C01A   3.056735e+01  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.107454e+00   4.706935e+00 
        DSCH   3.066735e+01  -8.324225e+00   2.247757e+00   1.652432e+01   1.128486e+01   -1.226672e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.113827e+00   4.715623e+00 
     DL2BG2A   3.079860e+01  -8.882549e+00   2.177364e+00   1.878270e+01   1.070406e+01   -1.285652e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.121277e+00   4.727565e+00 
   SL2G2C01A   3.099860e+01  -9.733328e+00   2.070098e+00   2.250588e+01   9.854567e+00   -1.375526e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.131005e+00   4.747040e+00 
     DL2CG2A   3.124260e+01  -1.077128e+01   1.939233e+00   2.750900e+01   8.876291e+00   -1.485172e-04  -4.493712e-05   0.000000e+00   0.000000e+00   8.140811e+00   4.773132e+00 
   QL2G2C01A   3.170260e+01   1.198866e+01  -5.874282e+00   2.686704e+01   1.049033e+01   -1.410478e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.156699e+00   4.823846e+00 
     DL3AG2A   3.190470e+01   1.089999e+01  -6.558340e+00   2.224124e+01   1.300297e+01   -1.256081e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.164966e+00   4.841151e+00 
        DSCH   3.200470e+01   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.169694e+00   4.848472e+00 
  CL2XG2C01A   3.200470e+01   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.169694e+00   4.848472e+00 
  CL2YG2C01A   3.200470e+01   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.169694e+00   4.848472e+00 
        DSCH   3.210470e+01   9.822621e+00  -7.235290e+00   1.809672e+01   1.576169e+01   -1.103289e-04   7.639618e-05   0.000000e+00   0.000000e+00   8.174936e+00   4.855122e+00 
     DL3BG2A   3.226220e+01   8.974195e+00  -7.768389e+00   1.513622e+01   1.812477e+01   -9.829646e-05   7.639618e-05   0.000000e+00   0.000000e+00   8.184452e+00   4.864441e+00 
   SL3G2C01A   3.246220e+01   7.896830e+00  -8.445339e+00   1.176201e+01   2.136752e+01   -8.301723e-05   7.639618e-05   0.000000e+00   0.000000e+00   8.199442e+00   4.874604e+00 
     DL3CG2A   3.255228e+01   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   8.207593e+00   4.878675e+00 
   PL2G2C01A   3.255228e+01   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   8.207593e+00   4.878675e+00 
      DBPM08   3.262820e+01   7.002617e+00  -9.007208e+00   9.288707e+00   2.426464e+01   -7.033546e-05   7.639618e-05   0.000000e+00   0.000000e+00   8.215324e+00   4.881894e+00 
   QL3G2C01A   3.289620e+01   2.974126e+00   1.218001e+00   6.708093e+00   2.643151e+01   -5.335806e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.249903e+00   4.892285e+00 
     DL4AG2A   3.346890e+01   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.363837e+00   4.914536e+00 
    GEG2C01A   3.346890e+01   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.363837e+00   4.914536e+00 
     DL4BG3A   3.348720e+01   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.368725e+00   4.915267e+00 
    GSG3C01A   3.348720e+01   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.368725e+00   4.915267e+00 
   MK1G3C01A   3.348720e+01   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   8.368725e+00   4.915267e+00 
    B1G3C01A   3.610720e+01  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.054343e+01   5.034651e+00 
    GEG3C01A   3.610720e+01  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.054343e+01   5.034651e+00 
    GSG4C01A   3.610720e+01  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.054343e+01   5.034651e+00 
     DM1AG4A   3.660820e+01  -2.466928e+00   9.445547e-01   4.827802e+00   1.836550e+01    1.897075e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.068202e+01   5.061239e+00 
  SQMHG4C01A   3.670820e+01  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.070172e+01   5.066712e+00 
  CM1XG4C01A   3.670820e+01  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.070172e+01   5.066712e+00 
  CM1YG4C01A   3.670820e+01  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.070172e+01   5.066712e+00 
  SQMHG4C01A   3.680820e+01  -2.760467e+00   9.239489e-01   5.873281e+00   1.799180e+01    2.106809e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.071958e+01   5.072242e+00 
     DM1BG4A   3.708370e+01  -3.164816e+00   8.955643e-01   7.505697e+00   1.749052e+01    2.395718e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.076109e+01   5.087773e+00 
   QM1G4C01A   3.733070e+01  -5.414352e+00   4.177852e+00   9.590429e+00   1.621627e+01    2.716488e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.079045e+01   5.102319e+00 
    DM2A2G4A   3.753220e+01  -6.051291e+00   3.948541e+00   1.190076e+01   1.457880e+01    3.030702e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.080931e+01   5.115424e+00 
   SM1G4C01A   3.773220e+01  -6.683488e+00   3.720937e+00   1.444771e+01   1.304490e+01    3.342576e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.082456e+01   5.129927e+00 
        DFT1   3.796540e+01  -7.420630e+00   3.455551e+00   1.773679e+01   1.137135e+01    3.706222e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.083913e+01   5.149075e+00 
         DFT   3.798740e+01  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.084036e+01   5.151023e+00 
   FM1G4C01A   3.798740e+01  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.084036e+01   5.151023e+00 
         DFT   3.800940e+01  -7.559713e+00   3.405478e+00   1.839593e+01   1.106946e+01    3.774835e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.084157e+01   5.152997e+00 
    DM2B2G4A   3.830180e+01  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.085576e+01   5.182015e+00 
   PM1G4C01A   3.830180e+01  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.085576e+01   5.182015e+00 
      DBPM09   3.838620e+01  -8.750773e+00   2.976671e+00   2.454172e+01   8.664667e+00    4.362406e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.085930e+01   5.191481e+00 
   QM2G4C01A   3.866820e+01   1.140882e-02   3.947127e-02   2.708958e+01   7.840723e+00    4.584074e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.087006e+01   5.226260e+00 
     DM2CG4A   3.885220e+01   4.615655e-03   1.596749e-02   2.708663e+01   7.830523e+00    4.584064e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.087686e+01   5.249745e+00 
  SM2HG4C01B   3.897720e+01   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.088147e+01   5.265711e+00 
   MK3G4C01B   3.897720e+01   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.088147e+01   5.265711e+00 
  SM2HG4C01B   3.910220e+01  -4.614189e-03  -1.596700e-02   2.708663e+01   7.830522e+00    4.584050e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.088609e+01   5.281677e+00 
     DM2CG4B   3.928620e+01  -1.140735e-02  -3.947078e-02   2.708957e+01   7.840723e+00    4.584040e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.089288e+01   5.305161e+00 
   QM2G4C01B   3.956820e+01   8.750774e+00  -2.976671e+00   2.454172e+01   8.664667e+00    4.362342e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.090364e+01   5.339940e+00 
    DM2B2G4B   4.007220e+01   7.157636e+00  -3.550233e+00   1.652388e+01   1.195423e+01    3.576370e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.092867e+01   5.389482e+00 
   SM1G4C01B   4.027220e+01   6.525439e+00  -3.777837e+00   1.378726e+01   1.341984e+01    3.264476e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.094192e+01   5.405273e+00 
    DM2A2G4B   4.053446e+01   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.096363e+01   5.423470e+00 
   PM1G4C01B   4.053446e+01   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.096363e+01   5.423470e+00 
      DBPM10   4.062370e+01   5.414352e+00  -4.177851e+00   9.590427e+00   1.621626e+01    2.716323e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.097249e+01   5.429103e+00 
   QM1G4C01B   4.087070e+01   3.164817e+00  -8.955637e-01   7.505694e+00   1.749052e+01    2.395526e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.100185e+01   5.443649e+00 
     DM1EG4B   4.098120e+01   3.002636e+00  -9.069484e-01   6.824190e+00   1.768969e+01    2.279633e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.101729e+01   5.449931e+00 
        DFCH   4.113120e+01   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.104082e+01   5.458346e+00 
  CM1YG4C01B   4.113120e+01   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.104082e+01   5.458346e+00 
  CM1XG4C01B   4.113120e+01   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.104082e+01   5.458346e+00 
        DFCH   4.128120e+01   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.106789e+01   5.466631e+00 
    GEG4C01B   4.128120e+01   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.106789e+01   5.466631e+00 
    GSG5C01B   4.128120e+01   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.106789e+01   5.466631e+00 
    DM1DG5B2   4.138120e+01   2.415559e+00  -9.481601e-01   4.656912e+00   1.843174e+01    1.860113e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.108831e+01   5.472085e+00 
      DPWG5B   4.158120e+01   2.122020e+00  -9.687660e-01   3.749397e+00   1.881512e+01    1.650352e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.113619e+01   5.482825e+00 
    DM1CG5B2   4.184720e+01   1.731613e+00  -9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.121951e+01   5.496770e+00 
    B1G5C01B   4.446720e+01  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.339422e+01   5.616154e+00 
   MK2G5C01B   4.446720e+01  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.339422e+01   5.616154e+00 
    GEG5C01B   4.446720e+01  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.339422e+01   5.616154e+00 
     DH4CG6B   4.468354e+01  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.344616e+01   5.624713e+00 
    GSG6C01B   4.468354e+01  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.344616e+01   5.624713e+00 
        DFCH   4.483354e+01  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.347586e+01   5.630548e+00 
  CH2YG6C01B   4.483354e+01  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.347586e+01   5.630548e+00 
  CH2XG6C01B   4.483354e+01  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.347586e+01   5.630548e+00 
        DFCH   4.498354e+01  -2.864551e+00  -1.210986e+00   6.272186e+00   2.625016e+01   -1.224989e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.350153e+01   5.636302e+00 
     DH4BG6B   4.504720e+01  -2.957984e+00  -1.216967e+00   6.642849e+00   2.640472e+01   -1.266070e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.351139e+01   5.638720e+00 
   SH4G6C01B   4.524720e+01  -3.251523e+00  -1.235759e+00   7.884750e+00   2.689527e+01   -1.395133e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.353903e+01   5.646225e+00 
     DH4AG6B   4.533680e+01  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.354999e+01   5.649543e+00 
   PH2G6C01B   4.533680e+01  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.354999e+01   5.649543e+00 
      DBPM11   4.541320e+01  -3.495160e+00  -1.251357e+00   9.004699e+00   2.730813e+01   -1.502256e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.355873e+01   5.652350e+00 
   QH3G6C01B   4.568120e+01  -9.436519e+00   1.081047e+01   1.233187e+01   2.463302e+01   -1.774453e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.358470e+01   5.662468e+00 
     DH3BG6B   4.586720e+01  -1.079470e+01   9.920485e+00   1.609487e+01   2.077706e+01   -2.036208e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.359791e+01   5.670690e+00 
   SH3G6C01B   4.606720e+01  -1.225511e+01   8.963506e+00   2.070484e+01   1.700027e+01   -2.317664e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.360886e+01   5.681331e+00 
     DH3AG6B   4.625120e+01  -1.359869e+01   8.083086e+00   2.546193e+01   1.386369e+01   -2.576604e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.361688e+01   5.693317e+00 
   QH2G6C01B   4.671120e+01   4.765216e+00  -2.942886e-01   2.999421e+01   1.060461e+01   -2.809812e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.363269e+01   5.733217e+00 
     DH2BG6B   4.718970e+01   4.387012e+00  -3.433183e-01   2.561486e+01   1.090970e+01   -2.609246e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.364996e+01   5.777718e+00 
        DSCH   4.728970e+01   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.365393e+01   5.786855e+00 
  CH1YG6C01B   4.728970e+01   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.365393e+01   5.786855e+00 
  CH1XG6C01B   4.728970e+01   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.365393e+01   5.786855e+00 
        DSCH   4.738970e+01   4.228933e+00  -3.638114e-01   2.389168e+01   1.105113e+01   -2.525415e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.365804e+01   5.795934e+00 
     DH2AG6B   4.751320e+01   4.131319e+00  -3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.366332e+01   5.807064e+00 
   QH1G6C01B   4.778120e+01   2.449790e-01   1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.367545e+01   5.831265e+00 
     DH1AG6B   4.786179e+01   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.367917e+01   5.838783e+00 
   PH1G6C01B   4.786179e+01   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.367917e+01   5.838783e+00 
      DBPM12   4.794720e+01   2.368717e-01   1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.368311e+01   5.846935e+00 
   SH1G6C01B   4.814720e+01   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.369238e+01   5.866803e+00 
    GEG6C01B   4.814720e+01   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.369238e+01   5.866803e+00 
    GSG1C02A   4.814720e+01   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.369238e+01   5.866803e+00 
      DH2G1A   4.858810e+01   2.055704e-01   1.250081e+00   2.134049e+01   8.628777e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.371295e+01   5.914795e+00 
         DFT   4.861010e+01   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.371398e+01   5.917353e+00 
   FH1G1C02A   4.861010e+01   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.371398e+01   5.917353e+00 
         DFT   4.863210e+01   2.034215e-01   1.237013e+00   2.132249e+01   8.519345e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.371501e+01   5.919927e+00 
     DH01G1A   5.279720e+01  -7.632783e-15  -5.551115e-15   2.047522e+01   3.367063e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.391570e+01   6.810882e+00 
   MK4G1C02A   5.279720e+01  -7.632783e-15  -5.551115e-15   2.047522e+01   3.367063e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.391570e+01   6.810882e+00 
     DH02G1A   5.709099e+01  -2.097066e-01  -1.275233e+00   2.137566e+01   8.842646e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.412241e+01   7.716664e+00 
         DFT   5.711299e+01  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.412344e+01   7.719144e+00 
   FH2G1C02A   5.711299e+01  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.412344e+01   7.719144e+00 
         DFT   5.713499e+01  -2.118556e-01  -1.288301e+00   2.139421e+01   8.955441e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.412447e+01   7.721609e+00 
      DH1G1A   5.744720e+01  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.413901e+01   7.754961e+00 
    GEG1C02A   5.744720e+01  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.413901e+01   7.754961e+00 
    GSG2C02A   5.744720e+01  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.413901e+01   7.754961e+00 
   SH1G2C02A   5.764720e+01  -2.368717e-01  -1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.414828e+01   7.774829e+00 
     DH1AG2A   5.773220e+01  -2.410230e-01  -1.465669e+00   2.166467e+01   1.060014e+01   -2.417697e-04   1.174733e-16   0.000000e+00   0.000000e+00   1.415221e+01   7.782943e+00 
