 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DFT2         DRIF          0.051    610.111     0         0          0        
 FL2G1C23A    FTRIM         0.044    610.155     0         0          0        
 DL0AG1A      DRIF          0.31232  610.468     0         0          0        
 GEG1C23A     MARK          0        610.468     0         0          0        
 GSG2C23A     MARK          0        610.468     0         0          0        
 SL1G2C23A    SEXT          0.2      610.668     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     610.758     0         0          0        
 PL1G2C23A    BPM           0        610.758     0         0          0        
 DBPM07       DRIF          0.076    610.834     0         0          0        
 QL1G2C23A    QUAD          0.268    611.102     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  611.237     0         0          0        
 CL1G2C23A    TRIMD         0.2      611.437     0         0          0        
 DL2BG2A      DRIF          0.13125  611.568     0         0          0        
 SL2G2C23A    SEXT          0.2      611.768     0         35.6779    0        
 DL2CG2A      DRIF          0.244    612.012     0         0          0        
 QL2G2C23A    QUAD          0.46     612.472     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   612.674     0         0          0        
 CL2G2C23A    TRIMD         0.2      612.874     0         0          0        
 DL3BG2A      DRIF          0.1575   613.031     0         0          0        
 SL3G2C23A    SEXT          0.2      613.231     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  613.321     0         0          0        
 PL2G2C23A    BPM           0        613.321     0         0          0        
 DBPM08       DRIF          0.07592  613.397     0         0          0        
 QL3G2C23A    QUAD          0.268    613.665     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   614.238     0         0          0        
 GEG2C23A     MARK          0        614.238     0         0          0        
 DL4BG3A      DRIF          0.0183   614.256     0         0          0        
 GSG3C23A     MARK          0        614.256     0         0          0        
 B1G3C23A     DIPOLE        2.62     616.876     0         0          0.10472  
 GEG3C23A     MARK          0        616.876     0         0          0        
 GSG4C23A     MARK          0        616.876     0         0          0        
 DM1AG4A      DRIF          0.501    617.377     0         0          0        
 SQMG4C23A    SQ_TRIM       0.2      617.577     0         0          0        
 DM1BG4A      DRIF          0.2755   617.853     0         0          0        
 QM1G4C23A    QUAD          0.247    618.1       -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   618.301     0         0          0        
 SM1G4C23A    SEXT          0.2      618.501     0         -23.6806   0        
 DFT1         DRIF          0.2332   618.735     0         0          0        
 FM1G4C23A    FTRIM         0.044    618.779     0         0          0        
 DM2B2G4A     DRIF          0.2924   619.071     0         0          0        
 PM1G4C23A    BPM           0        619.071     0         0          0        
 DBPM09       DRIF          0.0844   619.155     0         0          0        
 QM2G4C23A    QUAD          0.282    619.437     1.22615   0          0        
 DM2CG4A      DRIF          0.184    619.621     0         0          0        
 SM2G4C23B    SEXT          0.25     619.871     0         28.6432    0        
 DM2CG4B      DRIF          0.184    620.055     0         0          0        
 QM2G4C23B    QUAD          0.282    620.337     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    620.841     0         0          0        
 SM1G4C23B    SEXT          0.2      621.041     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  621.304     0         0          0        
 PM1G4C23B    BPM           0        621.304     0         0          0        
 DBPM10       DRIF          0.08924  621.393     0         0          0        
 QM1G4C23B    QUAD          0.247    621.64      -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   621.75      0         0          0        
 CM1G4C23B    TRIMD         0.3      622.05      0         0          0        
 GEG4C23B     MARK          0        622.05      0         0          0        
 GSG5C23B     MARK          0        622.05      0         0          0        
 DM1DG5B2     DRIF          0.1      622.15      0         0          0        
 DPWG5B       DRIF          0.2      622.35      0         0          0        
 DM1CG5B2     DRIF          0.266    622.616     0         0          0        
 B1G5C23B     DIPOLE        2.62     625.236     0         0          0.10472  
 GEG5C23B     MARK          0        625.236     0         0          0        
 DH4CG6B      DRIF          0.21634  625.453     0         0          0        
 GSG6C23B     MARK          0        625.453     0         0          0        
 CH2G6C23B    TRIMD         0.3      625.753     0         0          0        
 DH4BG6B      DRIF          0.06366  625.816     0         0          0        
 SH4G6C23B    SEXT          0.2      626.016     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   626.106     0         0          0        
 PH2G6C23B    BPM           0        626.106     0         0          0        
 DBPM11       DRIF          0.0764   626.182     0         0          0        
 QH3G6C23B    QUAD          0.268    626.45      -1.75355  0          0        
 DH3BG6B      DRIF          0.186    626.636     0         0          0        
 SH3G6C23B    SEXT          0.2      626.836     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    627.02      0         0          0        
 QH2G6C23B    QUAD          0.46     627.48      1.43673   0          0        
 DH2BG6B      DRIF          0.4785   627.959     0         0          0        
 CH1G6C23B    TRIMD         0.2      628.159     0         0          0        
 DH2AG6B      DRIF          0.1235   628.282     0         0          0        
 QH1G6C23B    QUAD          0.268    628.55      -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  628.631     0         0          0        
 PH1G6C23B    BPM           0        628.631     0         0          0        
 DBPM12       DRIF          0.08541  628.716     0         0          0        
 SH1G6C23B    SEXT          0.2      628.916     0         19.8329    0        
 GEG6C23B     MARK          0        628.916     0         0          0        
 GSG1C24A     MARK          0        628.916     0         0          0        
 DH2G1A       DRIF          0.4409   629.357     0         0          0        
 FH1G1C24A    FTRIM         0.044    629.401     0         0          0        
 DH01G1A      DRIF          4.1651   633.566     0         0          0        
 DH02G1A      DRIF          4.29379  637.86      0         0          0        
 FH2G1C24A    FTRIM         0.044    637.904     0         0          0        
 DH1G1A       DRIF          0.31221  638.216     0         0          0        
 GEG1C24A     MARK          0        638.216     0         0          0        
 GSG2C24A     MARK          0        638.216     0         0          0        
 SH1G2C24A    SEXT          0.2      638.416     0         19.8329    0        
 DH1AG2A      DRIF          0.085    638.501     0         0          0        
 PH1G2C24A    BPM           0        638.501     0         0          0        
 DBPM01       DRIF          0.081    638.582     0         0          0        
 QH1G2C24A    QUAD          0.268    638.85      -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   638.999     0         0          0        
 SQHG2C24A    SQ_TRIM       0.2      639.199     0         0          0        
 DH2BG2A      DRIF          0.4535   639.652     0         0          0        
 QH2G2C24A    QUAD          0.46     640.112     1.43673   0          0        
 DH3AG2A      DRIF          0.184    640.296     0         0          0        
 SH3G2C24A    SEXT          0.2      640.496     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    640.682     0         0          0        
 QH3G2C24A    QUAD          0.268    640.95      -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  641.026     0         0          0        
 PH2G2C24A    BPM           0        641.026     0         0          0        
 DBPM02       DRIF          0.08998  641.116     0         0          0        
 SH4G2C24A    SEXT          0.2      641.316     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   641.565     0         0          0        
 CH2G2C24A    TRIMD         0.3      641.865     0         0          0        
 GEG2C24A     MARK          0        641.865     0         0          0        
 DH4CG3A      DRIF          0.0315   641.896     0         0          0        
 GSG3C24A     MARK          0        641.896     0         0          0        
 B1G3C24A     DIPOLE        2.62     644.516     0         0          0.10472  
 GEG3C24A     MARK          0        644.516     0         0          0        
 GSG4C24A     MARK          0        644.516     0         0          0        
 DM1AG4A      DRIF          0.501    645.017     0         0          0        
 CM1G4C24A    TRIMD         0.2      645.217     0         0          0        
 DM1BG4A      DRIF          0.2755   645.493     0         0          0        
 QM1G4C24A    QUAD          0.247    645.74      -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   645.941     0         0          0        
 SM1G4C24A    SEXT          0.2      646.141     0         -23.6806   0        
 DFT1         DRIF          0.2332   646.375     0         0          0        
 FM1G4C24A    FTRIM         0.044    646.419     0         0          0        
 DM2BG4A      DRIF          0.2924   646.711     0         0          0        
 PM1G4C24A    BPM           0        646.711     0         0          0        
 DBPM03       DRIF          0.0844   646.795     0         0          0        
 QM2G4C24A    QUAD          0.282    647.077     1.22615   0          0        
 DM2CG4A      DRIF          0.184    647.261     0         0          0        
 SM2G4C24B    SEXT          0.25     647.511     0         28.6432    0        
 DM2CG4B      DRIF          0.184    647.695     0         0          0        
 QM2G4C24B    QUAD          0.282    647.977     1.22615   0          0        
 DM2BG4B      DRIF          0.504    648.481     0         0          0        
 SM1G4C24B    SEXT          0.2      648.681     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  648.944     0         0          0        
 PM1G4C24B    BPM           0        648.944     0         0          0        
 DBPM04       DRIF          0.08924  649.033     0         0          0        
 QM1G4C24B    QUAD          0.247    649.28      -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   649.39      0         0          0        
 CM1G4C24B    TRIMD         0.3      649.69      0         0          0        
 GEG4C24B     MARK          0        649.69      0         0          0        
 GSG5C24B     MARK          0        649.69      0         0          0        
 DM1DG5B1     DRIF          0.1      649.79      0         0          0        
 DPWG5B       DRIF          0.2      649.99      0         0          0        
 DM1CG5B1     DRIF          0.266    650.256     0         0          0        
 B1G5C24B     DIPOLE        2.62     652.876     0         0          0.10472  
 GEG5C24B     MARK          0        652.876     0         0          0        
 DL4BG6B      DRIF          0.2178   653.094     0         0          0        
 GSG6C24B     MARK          0        653.094     0         0          0        
 DL4AG6B      DRIF          0.3732   653.467     0         0          0        
 QL3G6C24B    QUAD          0.268    653.735     -1.51868  0          0        
 DBPM05       DRIF          0.07822  653.814     0         0          0        
 PL2G6C24B    BPM           0        653.814     0         0          0        
 DL3CG6B      DRIF          0.08778  653.901     0         0          0        
 SL3G6C24B    SEXT          0.2      654.101     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   654.259     0         0          0        
 CL2G6C24B    TRIMD         0.2      654.459     0         0          0        
 DL3AG6B      DRIF          0.2021   654.661     0         0          0        
 QL2G6C24B    QUAD          0.46     655.121     1.76477   0          0        
 DL2CG6B      DRIF          0.244    655.365     0         0          0        
 SL2G6C24B    SEXT          0.2      655.565     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  655.696     0         0          0        
 CL1G6C24B    TRIMD         0.2      655.896     0         0          0        
 DL2AG6B      DRIF          0.13475  656.031     0         0          0        
 QL1G6C24B    QUAD          0.268    656.299     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   656.377     0         0          0        
 PL1G6C24B    BPM           0        656.377     0         0          0        
 DBPM06       DRIF          0.0877   656.465     0         0          0        
 SL1G6C24B    SEXT          0.2      656.665     0         -13.2716   0        
 GEG6C24B     MARK          0        656.665     0         0          0        
 GSG1C25A     MARK          0        656.665     0         0          0        
 DL0BG1A      DRIF          0.44652  657.112     0         0          0        
 FL1G1C25A    FTRIM         0.044    657.156     0         0          0        
 DFT2         DRIF          0.051    657.207     0         0          0        
 DLDK         DRIF          0.095    657.302     0         0          0        
 DL01G1A      DRIF          2.66348  659.965     0         0          0        
 DL02G1A      DRIF          2.79768  662.763     0         0          0        
 DLDK         DRIF          0.095    662.858     0         0          0        
 DFT2         DRIF          0.051    662.909     0         0          0        
 FL2G1C25A    FTRIM         0.044    662.953     0         0          0        
 DL0AG1A      DRIF          0.31232  663.265     0         0          0        
 GEG1C25A     MARK          0        663.265     0         0          0        
 GSG2C25A     MARK          0        663.265     0         0          0        
 SL1G2C25A    SEXT          0.2      663.465     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     663.555     0         0          0        
 PL1G2C25A    BPM           0        663.555     0         0          0        
 DBPM07       DRIF          0.076    663.631     0         0          0        
 QL1G2C25A    QUAD          0.268    663.899     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  664.034     0         0          0        
 CL1G2C25A    TRIMD         0.2      664.234     0         0          0        
 DL2BG2A      DRIF          0.13125  664.365     0         0          0        
 SL2G2C25A    SEXT          0.2      664.565     0         35.6779    0        
 DL2CG2A      DRIF          0.244    664.809     0         0          0        
 QL2G2C25A    QUAD          0.46     665.269     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   665.471     0         0          0        
 CL2G2C25A    TRIMD         0.2      665.671     0         0          0        
 DL3BG2A      DRIF          0.1575   665.829     0         0          0        
 SL3G2C25A    SEXT          0.2      666.029     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  666.119     0         0          0        
 PL2G2C25A    BPM           0        666.119     0         0          0        
 DBPM08       DRIF          0.07592  666.195     0         0          0        
 QL3G2C25A    QUAD          0.268    666.463     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   667.035     0         0          0        
 GEG2C25A     MARK          0        667.035     0         0          0        
 DL4BG3A      DRIF          0.0183   667.054     0         0          0        
 GSG3C25A     MARK          0        667.054     0         0          0        
 B1G3C25A     DIPOLE        2.62     669.674     0         0          0.10472  
 GEG3C25A     MARK          0        669.674     0         0          0        
 GSG4C25A     MARK          0        669.674     0         0          0        
 DM1AG4A      DRIF          0.501    670.175     0         0          0        
 SQMG4C25A    SQ_TRIM       0.2      670.375     0         0          0        
 DM1BG4A      DRIF          0.2755   670.65      0         0          0        
 QM1G4C25A    QUAD          0.247    670.897     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   671.099     0         0          0        
 SM1G4C25A    SEXT          0.2      671.299     0         -23.6806   0        
 DFT1         DRIF          0.2332   671.532     0         0          0        
 FM1G4C25A    FTRIM         0.044    671.576     0         0          0        
 DM2B2G4A     DRIF          0.2924   671.868     0         0          0        
 PM1G4C25A    BPM           0        671.868     0         0          0        
 DBPM09       DRIF          0.0844   671.953     0         0          0        
 QM2G4C25A    QUAD          0.282    672.235     1.22615   0          0        
 DM2CG4A      DRIF          0.184    672.419     0         0          0        
 SM2G4C25B    SEXT          0.25     672.669     0         28.6432    0        
 DM2CG4B      DRIF          0.184    672.853     0         0          0        
 QM2G4C25B    QUAD          0.282    673.135     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    673.639     0         0          0        
 SM1G4C25B    SEXT          0.2      673.839     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  674.101     0         0          0        
 PM1G4C25B    BPM           0        674.101     0         0          0        
 DBPM10       DRIF          0.08924  674.19      0         0          0        
 QM1G4C25B    QUAD          0.247    674.437     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   674.548     0         0          0        
 CM1G4C25B    TRIMD         0.3      674.848     0         0          0        
 GEG4C25B     MARK          0        674.848     0         0          0        
 GSG5C25B     MARK          0        674.848     0         0          0        
 DM1DG5B2     DRIF          0.1      674.948     0         0          0        
 DPWG5B       DRIF          0.2      675.148     0         0          0        
 DM1CG5B2     DRIF          0.266    675.414     0         0          0        
 B1G5C25B     DIPOLE        2.62     678.034     0         0          0.10472  
 GEG5C25B     MARK          0        678.034     0         0          0        
 DH4CG6B      DRIF          0.21634  678.25      0         0          0        
 GSG6C25B     MARK          0        678.25      0         0          0        
 CH2G6C25B    TRIMD         0.3      678.55      0         0          0        
 DH4BG6B      DRIF          0.06366  678.614     0         0          0        
 SH4G6C25B    SEXT          0.2      678.814     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   678.903     0         0          0        
 PH2G6C25B    BPM           0        678.903     0         0          0        
 DBPM11       DRIF          0.0764   678.98      0         0          0        
 QH3G6C25B    QUAD          0.268    679.248     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    679.434     0         0          0        
 SH3G6C25B    SEXT          0.2      679.634     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    679.818     0         0          0        
 QH2G6C25B    QUAD          0.46     680.278     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   680.756     0         0          0        
 CH1G6C25B    TRIMD         0.2      680.956     0         0          0        
 DH2AG6B      DRIF          0.1235   681.08      0         0          0        
 QH1G6C25B    QUAD          0.268    681.348     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  681.428     0         0          0        
 PH1G6C25B    BPM           0        681.428     0         0          0        
 DBPM12       DRIF          0.08541  681.514     0         0          0        
 SH1G6C25B    SEXT          0.2      681.714     0         19.8329    0        
 GEG6C25B     MARK          0        681.714     0         0          0        
 GSG1C26A     MARK          0        681.714     0         0          0        
 DH2G1A       DRIF          0.4409   682.155     0         0          0        
 FH1G1C26A    FTRIM         0.044    682.199     0         0          0        
 DH01G1A      DRIF          4.1651   686.364     0         0          0        
 DH02G1A      DRIF          4.29379  690.657     0         0          0        
 FH2G1C26A    FTRIM         0.044    690.701     0         0          0        
 DH1G1A       DRIF          0.31221  691.014     0         0          0        
 GEG1C26A     MARK          0        691.014     0         0          0        
 GSG2C26A     MARK          0        691.014     0         0          0        
 SH1G2C26A    SEXT          0.2      691.214     0         19.8329    0        
 DH1AG2A      DRIF          0.085    691.299     0         0          0        
 PH1G2C26A    BPM           0        691.299     0         0          0        
 DBPM01       DRIF          0.081    691.38      0         0          0        
 QH1G2C26A    QUAD          0.268    691.648     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   691.796     0         0          0        
 SQHG2C26A    SQ_TRIM       0.2      691.996     0         0          0        
 DH2BG2A      DRIF          0.4535   692.45      0         0          0        
 QH2G2C26A    QUAD          0.46     692.91      1.43673   0          0        
 DH3AG2A      DRIF          0.184    693.094     0         0          0        
 SH3G2C26A    SEXT          0.2      693.294     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    693.48      0         0          0        
 QH3G2C26A    QUAD          0.268    693.748     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  693.824     0         0          0        
 PH2G2C26A    BPM           0        693.824     0         0          0        
 DBPM02       DRIF          0.08998  693.914     0         0          0        
 SH4G2C26A    SEXT          0.2      694.114     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   694.362     0         0          0        
 CH2G2C26A    TRIMD         0.3      694.662     0         0          0        
 GEG2C26A     MARK          0        694.662     0         0          0        
 DH4CG3A      DRIF          0.0315   694.694     0         0          0        
 GSG3C26A     MARK          0        694.694     0         0          0        
 B1G3C26A     DIPOLE        2.62     697.314     0         0          0.10472  
 GEG3C26A     MARK          0        697.314     0         0          0        
 GSG4C26A     MARK          0        697.314     0         0          0        
 DM1AG4A      DRIF          0.501    697.815     0         0          0        
 CM1G4C26A    TRIMD         0.2      698.015     0         0          0        
 DM1BG4A      DRIF          0.2755   698.29      0         0          0        
 QM1G4C26A    QUAD          0.247    698.537     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   698.739     0         0          0        
 SM1G4C26A    SEXT          0.2      698.939     0         -23.6806   0        
 DFT1         DRIF          0.2332   699.172     0         0          0        
 FM1G4C26A    FTRIM         0.044    699.216     0         0          0        
 DM2BG4A      DRIF          0.2924   699.508     0         0          0        
 PM1G4C26A    BPM           0        699.508     0         0          0        
 DBPM03       DRIF          0.0844   699.593     0         0          0        
 QM2G4C26A    QUAD          0.282    699.875     1.22615   0          0        
 DM2CG4A      DRIF          0.184    700.059     0         0          0        
 SM2G4C26B    SEXT          0.25     700.309     0         28.6432    0        
 DM2CG4B      DRIF          0.184    700.493     0         0          0        
 QM2G4C26B    QUAD          0.282    700.775     1.22615   0          0        
 DM2BG4B      DRIF          0.504    701.279     0         0          0        
 SM1G4C26B    SEXT          0.2      701.479     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  701.741     0         0          0        
 PM1G4C26B    BPM           0        701.741     0         0          0        
 DBPM04       DRIF          0.08924  701.83      0         0          0        
 QM1G4C26B    QUAD          0.247    702.077     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   702.188     0         0          0        
 CM1G4C26B    TRIMD         0.3      702.488     0         0          0        
 GEG4C26B     MARK          0        702.488     0         0          0        
 GSG5C26B     MARK          0        702.488     0         0          0        
 DM1DG5B1     DRIF          0.1      702.588     0         0          0        
 DPWG5B       DRIF          0.2      702.788     0         0          0        
 DM1CG5B1     DRIF          0.266    703.054     0         0          0        
 B1G5C26B     DIPOLE        2.62     705.674     0         0          0.10472  
 GEG5C26B     MARK          0        705.674     0         0          0        
 DL4BG6B      DRIF          0.2178   705.891     0         0          0        
 GSG6C26B     MARK          0        705.891     0         0          0        
 DL4AG6B      DRIF          0.3732   706.265     0         0          0        
 QL3G6C26B    QUAD          0.268    706.533     -1.51868  0          0        
 DBPM05       DRIF          0.07822  706.611     0         0          0        
 PL2G6C26B    BPM           0        706.611     0         0          0        
 DL3CG6B      DRIF          0.08778  706.699     0         0          0        
 SL3G6C26B    SEXT          0.2      706.899     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   707.056     0         0          0        
 CL2G6C26B    TRIMD         0.2      707.256     0         0          0        
 DL3AG6B      DRIF          0.2021   707.458     0         0          0        
 QL2G6C26B    QUAD          0.46     707.918     1.76477   0          0        
 DL2CG6B      DRIF          0.244    708.162     0         0          0        
 SL2G6C26B    SEXT          0.2      708.362     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  708.493     0         0          0        
 CL1G6C26B    TRIMD         0.2      708.693     0         0          0        
 DL2AG6B      DRIF          0.13475  708.828     0         0          0        
 QL1G6C26B    QUAD          0.268    709.096     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   709.175     0         0          0        
 PL1G6C26B    BPM           0        709.175     0         0          0        
 DBPM06       DRIF          0.0877   709.262     0         0          0        
 SL1G6C26B    SEXT          0.2      709.462     0         -13.2716   0        
 GEG6C26B     MARK          0        709.462     0         0          0        
 GSG1C27A     MARK          0        709.462     0         0          0        
 DL0BG1A      DRIF          0.44652  709.909     0         0          0        
 FL1G1C27A    FTRIM         0.044    709.953     0         0          0        
 DFT2         DRIF          0.051    710.004     0         0          0        
 DLDK         DRIF          0.095    710.099     0         0          0        
 DL01G1A      DRIF          2.66348  712.762     0         0          0        
 DL02G1A      DRIF          2.79768  715.56      0         0          0        
 DLDK         DRIF          0.095    715.655     0         0          0        
 DFT2         DRIF          0.051    715.706     0         0          0        
 FL2G1C27A    FTRIM         0.044    715.75      0         0          0        
 DL0AG1A      DRIF          0.31232  716.062     0         0          0        
 GEG1C27A     MARK          0        716.062     0         0          0        
 GSG2C27A     MARK          0        716.062     0         0          0        
 SL1G2C27A    SEXT          0.2      716.262     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     716.352     0         0          0        
 PL1G2C27A    BPM           0        716.352     0         0          0        
 DBPM07       DRIF          0.076    716.428     0         0          0        
 QL1G2C27A    QUAD          0.268    716.696     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  716.831     0         0          0        
 CL1G2C27A    TRIMD         0.2      717.031     0         0          0        
 DL2BG2A      DRIF          0.13125  717.162     0         0          0        
 SL2G2C27A    SEXT          0.2      717.362     0         35.6779    0        
 DL2CG2A      DRIF          0.244    717.606     0         0          0        
 QL2G2C27A    QUAD          0.46     718.066     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   718.268     0         0          0        
 CL2G2C27A    TRIMD         0.2      718.468     0         0          0        
 DL3BG2A      DRIF          0.1575   718.626     0         0          0        
 SL3G2C27A    SEXT          0.2      718.826     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  718.916     0         0          0        
 PL2G2C27A    BPM           0        718.916     0         0          0        
 DBPM08       DRIF          0.07592  718.992     0         0          0        
 QL3G2C27A    QUAD          0.268    719.26      -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   719.833     0         0          0        
 GEG2C27A     MARK          0        719.833     0         0          0        
 DL4BG3A      DRIF          0.0183   719.851     0         0          0        
 GSG3C27A     MARK          0        719.851     0         0          0        
 B1G3C27A     DIPOLE        2.62     722.471     0         0          0.10472  
 GEG3C27A     MARK          0        722.471     0         0          0        
 GSG4C27A     MARK          0        722.471     0         0          0        
 DM1AG4A      DRIF          0.501    722.972     0         0          0        
 SQMG4C27A    SQ_TRIM       0.2      723.172     0         0          0        
 DM1BG4A      DRIF          0.2755   723.447     0         0          0        
 QM1G4C27A    QUAD          0.247    723.694     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   723.896     0         0          0        
 SM1G4C27A    SEXT          0.2      724.096     0         -23.6806   0        
 DFT1         DRIF          0.2332   724.329     0         0          0        
 FM1G4C27A    FTRIM         0.044    724.373     0         0          0        
 DM2B2G4A     DRIF          0.2924   724.665     0         0          0        
 PM1G4C27A    BPM           0        724.665     0         0          0        
 DBPM09       DRIF          0.0844   724.75      0         0          0        
 QM2G4C27A    QUAD          0.282    725.032     1.22615   0          0        
 DM2CG4A      DRIF          0.184    725.216     0         0          0        
 SM2G4C27B    SEXT          0.25     725.466     0         28.6432    0        
 DM2CG4B      DRIF          0.184    725.65      0         0          0        
 QM2G4C27B    QUAD          0.282    725.932     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    726.436     0         0          0        
 SM1G4C27B    SEXT          0.2      726.636     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  726.898     0         0          0        
 PM1G4C27B    BPM           0        726.898     0         0          0        
 DBPM10       DRIF          0.08924  726.987     0         0          0        
 QM1G4C27B    QUAD          0.247    727.234     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   727.345     0         0          0        
 CM1G4C27B    TRIMD         0.3      727.645     0         0          0        
 GEG4C27B     MARK          0        727.645     0         0          0        
 GSG5C27B     MARK          0        727.645     0         0          0        
 DM1DG5B2     DRIF          0.1      727.745     0         0          0        
 DPWG5B       DRIF          0.2      727.945     0         0          0        
 DM1CG5B2     DRIF          0.266    728.211     0         0          0        
 B1G5C27B     DIPOLE        2.62     730.831     0         0          0.10472  
 GEG5C27B     MARK          0        730.831     0         0          0        
 DH4CG6B      DRIF          0.21634  731.047     0         0          0        
 GSG6C27B     MARK          0        731.047     0         0          0        
 CH2G6C27B    TRIMD         0.3      731.347     0         0          0        
 DH4BG6B      DRIF          0.06366  731.411     0         0          0        
 SH4G6C27B    SEXT          0.2      731.611     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   731.7       0         0          0        
 PH2G6C27B    BPM           0        731.7       0         0          0        
 DBPM11       DRIF          0.0764   731.777     0         0          0        
 QH3G6C27B    QUAD          0.268    732.045     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    732.231     0         0          0        
 SH3G6C27B    SEXT          0.2      732.431     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    732.615     0         0          0        
 QH2G6C27B    QUAD          0.46     733.075     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   733.553     0         0          0        
 CH1G6C27B    TRIMD         0.2      733.753     0         0          0        
 DH2AG6B      DRIF          0.1235   733.877     0         0          0        
 QH1G6C27B    QUAD          0.268    734.145     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  734.225     0         0          0        
 PH1G6C27B    BPM           0        734.225     0         0          0        
 DBPM12       DRIF          0.08541  734.311     0         0          0        
 SH1G6C27B    SEXT          0.2      734.511     0         19.8329    0        
 GEG6C27B     MARK          0        734.511     0         0          0        
 GSG1C28A     MARK          0        734.511     0         0          0        
 DH2G1A       DRIF          0.4409   734.952     0         0          0        
 FH1G1C28A    FTRIM         0.044    734.996     0         0          0        
 DH01G1A      DRIF          4.1651   739.161     0         0          0        
 DH02G1A      DRIF          4.29379  743.455     0         0          0        
 FH2G1C28A    FTRIM         0.044    743.499     0         0          0        
 DH1G1A       DRIF          0.31221  743.811     0         0          0        
 GEG1C28A     MARK          0        743.811     0         0          0        
 GSG2C28A     MARK          0        743.811     0         0          0        
 SH1G2C28A    SEXT          0.2      744.011     0         19.8329    0        
 DH1AG2A      DRIF          0.085    744.096     0         0          0        
 PH1G2C28A    BPM           0        744.096     0         0          0        
 DBPM01       DRIF          0.081    744.177     0         0          0        
 QH1G2C28A    QUAD          0.268    744.445     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   744.593     0         0          0        
 SQHG2C28A    SQ_TRIM       0.2      744.793     0         0          0        
 DH2BG2A      DRIF          0.4535   745.247     0         0          0        
 QH2G2C28A    QUAD          0.46     745.707     1.43673   0          0        
 DH3AG2A      DRIF          0.184    745.891     0         0          0        
 SH3G2C28A    SEXT          0.2      746.091     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    746.277     0         0          0        
 QH3G2C28A    QUAD          0.268    746.545     -1.75355  0          0        
